combo,strategy,N,stratum,mean,std6,n_pids
math500_Phi-4-mini-instruct,em_lowfirst,16,L2,0.9085303617571059,0.006028351987287389,43
math500_Phi-4-mini-instruct,em_lowfirst,16,L3,0.8671527777777778,0.009897916447414598,30
math500_Phi-4-mini-instruct,em_lowfirst,16,L4,0.49741843917701756,0.006824370529894349,51
math500_Phi-4-mini-instruct,em_lowfirst,16,L5,0.10215781065418746,0.002119679673575242,138
math500_Phi-4-mini-instruct,em_lowfirst,16,Lr,0.029863824900589604,0.0034372741610859394,17
math500_Phi-4-mini-instruct,em_lowfirst,16,overall,0.6452688888044404,0.0039491614911454625,494
math500_Phi-4-mini-instruct,em_highfirst,16,L1,0.980718669250646,0.0005223368569418882,215
math500_Phi-4-mini-instruct,em_highfirst,16,L2,0.8541989664082689,0.007362917209009837,43
math500_Phi-4-mini-instruct,em_highfirst,16,L3,0.7976365740740742,0.005225696367047672,30
math500_Phi-4-mini-instruct,em_highfirst,16,L4,0.46544776664874704,0.00443170860153827,51
math500_Phi-4-mini-instruct,em_highfirst,16,L5,0.11554040372201602,0.0023177384268285896,138
math500_Phi-4-mini-instruct,em_highfirst,16,Lr,0.03959297102679456,0.00243994589617245,17
math500_Phi-4-mini-instruct,em_highfirst,16,overall,0.6313150991636569,0.0031983070540567687,494
math500_Phi-4-mini-instruct,em_random,16,L1,0.9896285529715763,0.0009263011778915128,215
math500_Phi-4-mini-instruct,em_random,16,L2,0.8855677833148764,0.004971324021444196,43
math500_Phi-4-mini-instruct,em_random,16,L3,0.8342731481481481,0.009172383178254428,30
math500_Phi-4-mini-instruct,em_random,16,L4,0.4968004007158418,0.006164503887560302,51
math500_Phi-4-mini-instruct,em_random,16,L5,0.11507691709458014,0.0019058505979818608,138
math500_Phi-4-mini-instruct,em_random,16,Lr,0.037233035891124124,0.0037895684572737823,17
math500_Phi-4-mini-instruct,em_random,16,overall,0.643174381825065,0.0036146921728465436,494
math500_Phi-4-mini-instruct,em_floor,16,L1,0.9880927002583979,0.0005572646252439696,215
math500_Phi-4-mini-instruct,em_floor,16,L2,0.8630571705426356,0.006087689460540014,43
math500_Phi-4-mini-instruct,em_floor,16,L3,0.80956007996633,0.009694328133607167,30
math500_Phi-4-mini-instruct,em_floor,16,L4,0.4733396052023502,0.008057439053714047,51
math500_Phi-4-mini-instruct,em_floor,16,L5,0.11087796094136672,0.002315922323676657,138
math500_Phi-4-mini-instruct,em_floor,16,Lr,0.03230178182384064,0.0035287228352456645,17
math500_Phi-4-mini-instruct,em_floor,16,overall,0.6352809717694586,0.00420685490472112,494
math500_Phi-4-mini-instruct,cv_lowfirst,16,L1,0.99218669250646,0.00033998604292593475,215
math500_Phi-4-mini-instruct,cv_lowfirst,16,L2,0.9011547157622739,0.0057325057805193294,43
math500_Phi-4-mini-instruct,cv_lowfirst,16,L3,0.8497060185185186,0.010256101077441617,30
math500_Phi-4-mini-instruct,cv_lowfirst,16,L4,0.4765931372549019,0.006175320638532003,51
math500_Phi-4-mini-instruct,cv_lowfirst,16,L5,0.10215328099838968,0.002415133897715655,138
math500_Phi-4-mini-instruct,cv_lowfirst,16,Lr,0.018615196078431373,0.005201595988406361,17
math500_Phi-4-mini-instruct,cv_lowfirst,16,overall,0.6402446018893386,0.003974435604392259,494
math500_Phi-4-mini-instruct,cv_highfirst,16,L1,0.9899515503875969,0.00015874920477729144,215
math500_Phi-4-mini-instruct,cv_highfirst,16,L2,0.8867199612403099,0.006730483021568523,43
math500_Phi-4-mini-instruct,cv_highfirst,16,L3,0.8270185185185186,0.00873807241129419,30
math500_Phi-4-mini-instruct,cv_highfirst,16,L4,0.47031045751633976,0.006271181374812097,51
math500_Phi-4-mini-instruct,cv_highfirst,16,L5,0.11713063607085346,0.002597129251690929,138
math500_Phi-4-mini-instruct,cv_highfirst,16,Lr,0.026491013071895424,0.0031563609646679766,17
math500_Phi-4-mini-instruct,cv_highfirst,16,overall,0.64044393837157,0.0038572212318560353,494
math500_Phi-4-mini-instruct,cv_random,16,L1,0.9915665374677004,0.000658620165196744,215
math500_Phi-4-mini-instruct,cv_random,16,L2,0.8949402454780362,0.002907851397271359,43
math500_Phi-4-mini-instruct,cv_random,16,L3,0.8350902777777779,0.007520059337416906,30
math500_Phi-4-mini-instruct,cv_random,16,L4,0.47818627450980394,0.00881883347564521,51
math500_Phi-4-mini-instruct,cv_random,16,L5,0.10975191223832527,0.001646881417435325,138
math500_Phi-4-mini-instruct,cv_random,16,Lr,0.0221609477124183,0.004560678956881096,17
math500_Phi-4-mini-instruct,cv_random,16,overall,0.6409553531264058,0.0037231190411547797,494
math500_Phi-4-mini-instruct,cv_floor,16,L1,0.9896979974160206,0.000629305573053754,215
math500_Phi-4-mini-instruct,cv_floor,16,L2,0.867982881136951,0.006773693625342697,43
math500_Phi-4-mini-instruct,cv_floor,16,L3,0.817738425925926,0.006943785616896278,30
math500_Phi-4-mini-instruct,cv_floor,16,L4,0.4592483660130719,0.007636827340567439,51
math500_Phi-4-mini-instruct,cv_floor,16,L5,0.10660628019323674,0.0024620476848155872,138
math500_Phi-4-mini-instruct,cv_floor,16,Lr,0.01622549019607843,0.002399708828293983,17
math500_Phi-4-mini-instruct,cv_floor,16,overall,0.6337037505623032,0.0038738669946777517,494
math500_Phi-4-mini-instruct,T1.0,16,L1,0.9539682078257661,0.0008014393169472292,215
math500_Phi-4-mini-instruct,T1.0,16,L2,0.7754651162790699,0.005150960822214011,43
math500_Phi-4-mini-instruct,T1.0,16,L3,0.7264183802308803,0.01005176838772291,30
math500_Phi-4-mini-instruct,T1.0,16,L4,0.4575210732441124,0.010117664834564381,51
math500_Phi-4-mini-instruct,T1.0,16,L5,0.15720021256253144,0.0016718485476982336,138
math500_Phi-4-mini-instruct,T1.0,16,Lr,0.050234481613158084,0.0028255716244982485,17
math500_Phi-4-mini-instruct,T1.0,16,overall,0.6196799723602608,0.0045109629294407,494
math500_Phi-4-mini-instruct,em_lowfirst,24,L1,0.9919024547803618,0.0006379963484100714,215
math500_Phi-4-mini-instruct,em_lowfirst,24,L2,0.908204134366925,0.005153241317846775,43
math500_Phi-4-mini-instruct,em_lowfirst,24,L3,0.8758310185185186,0.0044429373891642,30
math500_Phi-4-mini-instruct,em_lowfirst,24,L4,0.5149700435729848,0.009357673041673712,51
math500_Phi-4-mini-instruct,em_lowfirst,24,L5,0.11497662420443218,0.0030191843280067024,138
math500_Phi-4-mini-instruct,em_lowfirst,24,Lr,0.04285947712418301,0.0024671849939114257,17
math500_Phi-4-mini-instruct,em_lowfirst,24,overall,0.6506995821551742,0.003934918550329905,494
math500_Phi-4-mini-instruct,em_highfirst,24,L1,0.9921673126614988,0.0005275330020434625,215
math500_Phi-4-mini-instruct,em_highfirst,24,L2,0.9036175710594315,0.0027636954498117604,43
math500_Phi-4-mini-instruct,em_highfirst,24,L3,0.8714976851851852,0.0068544187821845065,30
math500_Phi-4-mini-instruct,em_highfirst,24,L4,0.5105038126361655,0.00914580692913005,51
math500_Phi-4-mini-instruct,em_highfirst,24,L5,0.11404885313626256,0.0024918199633949616,138
math500_Phi-4-mini-instruct,em_highfirst,24,Lr,0.041519607843137254,0.002826225904679766,17
math500_Phi-4-mini-instruct,em_highfirst,24,overall,0.6493860887528652,0.0037794316655972763,494
math500_Phi-4-mini-instruct,em_random,24,L1,0.9921317829457365,0.000427939275266793,215
math500_Phi-4-mini-instruct,em_random,24,L2,0.9086967054263567,0.002299545390912631,43
math500_Phi-4-mini-instruct,em_random,24,L3,0.8695138888888888,0.006478835438717054,30
math500_Phi-4-mini-instruct,em_random,24,L4,0.5069335511982571,0.006488651724935832,51
math500_Phi-4-mini-instruct,em_random,24,L5,0.11561524819450542,0.003033073697620249,138
math500_Phi-4-mini-instruct,em_random,24,Lr,0.043668300653594776,0.003213184504267484,17
math500_Phi-4-mini-instruct,em_random,24,overall,0.649835191915784,0.003218839657491312,494
math500_Phi-4-mini-instruct,em_floor,24,L1,0.9923481912144703,0.0004373866858443726,215
math500_Phi-4-mini-instruct,em_floor,24,L2,0.9055555555555556,0.0018155787899641301,43
math500_Phi-4-mini-instruct,em_floor,24,L3,0.8779166666666668,0.008614806554723582,30
math500_Phi-4-mini-instruct,em_floor,24,L4,0.5130603213507625,0.0035453698635121477,51
math500_Phi-4-mini-instruct,em_floor,24,L5,0.1143263912851775,0.0021196732565414026,138
math500_Phi-4-mini-instruct,em_floor,24,Lr,0.045310457516339865,0.003812568082180773,17
math500_Phi-4-mini-instruct,em_floor,24,overall,0.6504952351498404,0.002816059481006861,494
math500_Phi-4-mini-instruct,cv_lowfirst,24,L1,0.9929279715762273,0.00039935727588217955,215
math500_Phi-4-mini-instruct,cv_lowfirst,24,L2,0.9070510335917312,0.0017191317102856689,43
math500_Phi-4-mini-instruct,cv_lowfirst,24,L3,0.8450671296296296,0.00987251459841338,30
math500_Phi-4-mini-instruct,cv_lowfirst,24,L4,0.4819403594771241,0.00852743596114975,51
math500_Phi-4-mini-instruct,cv_lowfirst,24,L5,0.11171245974235106,0.001943597927499997,138
math500_Phi-4-mini-instruct,cv_lowfirst,24,Lr,0.03361928104575163,0.0032355416819522496,17
math500_Phi-4-mini-instruct,cv_lowfirst,24,overall,0.6445375056230319,0.003894670267703729,494
math500_Phi-4-mini-instruct,cv_highfirst,24,L1,0.9926291989664082,0.00029637015084197775,215
math500_Phi-4-mini-instruct,cv_highfirst,24,L2,0.9064857881136951,0.0025322766702529777,43
math500_Phi-4-mini-instruct,cv_highfirst,24,L3,0.8501273148148151,0.007194982909207329,30
math500_Phi-4-mini-instruct,cv_highfirst,24,L4,0.4814106753812637,0.00870407009898458,51
math500_Phi-4-mini-instruct,cv_highfirst,24,L5,0.11139794685990335,0.0033113615240125105,138
math500_Phi-4-mini-instruct,cv_highfirst,24,Lr,0.034027777777777775,0.0049377776462767396,17
math500_Phi-4-mini-instruct,cv_highfirst,24,overall,0.6445370838956365,0.003932406828795503,494
math500_Phi-4-mini-instruct,cv_random,24,L1,0.9927519379844961,0.00028640237522353914,215
math500_Phi-4-mini-instruct,cv_random,24,L2,0.9037419250645996,0.0034057584880542277,43
math500_Phi-4-mini-instruct,cv_random,24,L3,0.8491203703703704,0.006425569020934964,30
math500_Phi-4-mini-instruct,cv_random,24,L4,0.4780528322440088,0.007265746007548533,51
math500_Phi-4-mini-instruct,cv_random,24,L5,0.11055253623188405,0.004449623505238866,138
math500_Phi-4-mini-instruct,cv_random,24,Lr,0.03017565359477124,0.001776270431595857,17
math500_Phi-4-mini-instruct,cv_random,24,overall,0.6435751237067026,0.0038265276997434916,494
math500_Phi-4-mini-instruct,cv_floor,24,L1,0.9924127906976744,0.0002593570700372117,215
math500_Phi-4-mini-instruct,cv_floor,24,L2,0.9042393410852713,0.003768215130631087,43
math500_Phi-4-mini-instruct,cv_floor,24,L3,0.8454282407407409,0.006224859415504731,30
math500_Phi-4-mini-instruct,cv_floor,24,L4,0.4856604030501089,0.007207957730024329,51
math500_Phi-4-mini-instruct,cv_floor,24,L5,0.11135466988727856,0.0040266471456780325,138
math500_Phi-4-mini-instruct,cv_floor,24,Lr,0.033884803921568625,0.004397956331774316,17
math500_Phi-4-mini-instruct,cv_floor,24,overall,0.6443837156995053,0.0037652585013577384,494
math500_Phi-4-mini-instruct,T1.0,24,L1,0.9583808139534883,0.0009105258773670508,215
math500_Phi-4-mini-instruct,T1.0,24,L2,0.8014777131782944,0.006574649891640247,43
math500_Phi-4-mini-instruct,T1.0,24,L3,0.7467453703703705,0.006597860592896157,30
math500_Phi-4-mini-instruct,T1.0,24,L4,0.48099011826953003,0.0035250770974468125,51
math500_Phi-4-mini-instruct,T1.0,24,L5,0.15983060635687446,0.0030705391536743,138
math500_Phi-4-mini-instruct,T1.0,24,Lr,0.05228174603174602,0.002970245889417884,17
math500_Phi-4-mini-instruct,T1.0,24,overall,0.6283273019621703,0.003314709878947437,494
math500_Phi-4-mini-instruct,em_lowfirst,32,L1,0.9947577519379845,0.00033381747786346037,215
math500_Phi-4-mini-instruct,em_lowfirst,32,L2,0.9219395994832041,0.0014632798961934001,43
math500_Phi-4-mini-instruct,em_lowfirst,32,L3,0.9020949074074075,0.006684931095766278,30
math500_Phi-4-mini-instruct,em_lowfirst,32,L4,0.5299114923747277,0.002795027260238849,51
math500_Phi-4-mini-instruct,em_lowfirst,32,L5,0.11391259832156571,0.00370756198687319,138
math500_Phi-4-mini-instruct,em_lowfirst,32,Lr,0.04250408496732027,0.003798953720702108,17
math500_Phi-4-mini-instruct,em_lowfirst,32,overall,0.6559659125315755,0.0028446250938230916,494
math500_Phi-4-mini-instruct,em_highfirst,32,L1,0.9885917312661499,0.0007355836242284867,215
math500_Phi-4-mini-instruct,em_highfirst,32,L2,0.9049741602067184,0.0019386303833262045,43
math500_Phi-4-mini-instruct,em_highfirst,32,L3,0.881550925925926,0.0065785065912556,30
math500_Phi-4-mini-instruct,em_highfirst,32,L4,0.5221677559912854,0.00892617861136185,51
math500_Phi-4-mini-instruct,em_highfirst,32,L5,0.11863914768806072,0.0019159004440446568,138
math500_Phi-4-mini-instruct,em_highfirst,32,Lr,0.05159313725490195,0.0037380464359404652,17
math500_Phi-4-mini-instruct,em_highfirst,32,overall,0.6513916602403445,0.0035948246573319523,494
math500_Phi-4-mini-instruct,em_random,32,L1,0.9927131782945736,0.0003670933486062185,215
math500_Phi-4-mini-instruct,em_random,32,L2,0.9147125322997417,0.003673703375150602,43
math500_Phi-4-mini-instruct,em_random,32,L3,0.8923958333333334,0.004799962625240301,30
math500_Phi-4-mini-instruct,em_random,32,L4,0.5207679738562091,0.00519763254187206,51
math500_Phi-4-mini-instruct,em_random,32,L5,0.1132796085422897,0.00198890230779941,138
math500_Phi-4-mini-instruct,em_random,32,Lr,0.04722222222222222,0.0015877863885890942,17
math500_Phi-4-mini-instruct,em_random,32,overall,0.6528995498896815,0.0025716564805598092,494
math500_Phi-4-mini-instruct,em_floor,32,L1,0.9922642118863049,0.00022976901979115486,215
math500_Phi-4-mini-instruct,em_floor,32,L2,0.9045138888888888,0.003987307927253744,43
math500_Phi-4-mini-instruct,em_floor,32,L3,0.8767708333333334,0.0048761177097926345,30
math500_Phi-4-mini-instruct,em_floor,32,L4,0.5117851307189544,0.006098081575730817,51
math500_Phi-4-mini-instruct,em_floor,32,L5,0.11369361532857908,0.0029483088127472785,138
math500_Phi-4-mini-instruct,em_floor,32,Lr,0.04073120915032679,0.0023451882414833587,17
math500_Phi-4-mini-instruct,em_floor,32,overall,0.6498324269541375,0.0030508081650335115,494
math500_Phi-4-mini-instruct,cv_lowfirst,32,L1,0.9935400516795866,0.00020824693238719256,215
math500_Phi-4-mini-instruct,cv_lowfirst,32,L2,0.9095074289405686,0.004496167537992351,43
math500_Phi-4-mini-instruct,cv_lowfirst,32,L3,0.8815624999999999,0.009228092801833928,30
math500_Phi-4-mini-instruct,cv_lowfirst,32,L4,0.5203839869281046,0.009329228297100436,51
math500_Phi-4-mini-instruct,cv_lowfirst,32,L5,0.11291716988727858,0.0018185227978716244,138
math500_Phi-4-mini-instruct,cv_lowfirst,32,Lr,0.029448529411764703,0.0030415768026414826,17
math500_Phi-4-mini-instruct,cv_lowfirst,32,overall,0.6513959176788124,0.00414458366985507,494
math500_Phi-4-mini-instruct,cv_highfirst,32,L1,0.9927422480620155,0.000732599153931621,215
math500_Phi-4-mini-instruct,cv_highfirst,32,L2,0.9059221576227392,0.0029689797034229866,43
math500_Phi-4-mini-instruct,cv_highfirst,32,L3,0.8720949074074076,0.006979414266844386,30
math500_Phi-4-mini-instruct,cv_highfirst,32,L4,0.51770697167756,0.005938654999879913,51
math500_Phi-4-mini-instruct,cv_highfirst,32,L5,0.11189210950080515,0.0032761555003661623,138
math500_Phi-4-mini-instruct,cv_highfirst,32,Lr,0.03715277777777778,0.00522721012112493,17
math500_Phi-4-mini-instruct,cv_highfirst,32,overall,0.649864063202879,0.003396869445710025,494
math500_Phi-4-mini-instruct,cv_random,32,L1,0.9935448966408268,0.00017596394089441526,215
math500_Phi-4-mini-instruct,cv_random,32,L2,0.909467054263566,0.0008109486803452739,43
math500_Phi-4-mini-instruct,cv_random,32,L3,0.8775810185185184,0.004913294643004015,30
math500_Phi-4-mini-instruct,cv_random,32,L4,0.5115522875816992,0.007010586591892614,51
math500_Phi-4-mini-instruct,cv_random,32,L5,0.1111413043478261,0.0024802666133106124,138
math500_Phi-4-mini-instruct,cv_random,32,Lr,0.033807189542483664,0.002239057003637667,17
math500_Phi-4-mini-instruct,cv_random,32,overall,0.649894849302744,0.0029157811235471305,494
math500_Phi-4-mini-instruct,cv_floor,32,L1,0.9924741602067182,0.0004705219889131546,215
math500_Phi-4-mini-instruct,cv_floor,32,L2,0.9024499354005169,0.0026308481564914395,43
math500_Phi-4-mini-instruct,cv_floor,32,L3,0.8506018518518519,0.01059692793630495,30
math500_Phi-4-mini-instruct,cv_floor,32,L4,0.48255174291938996,0.00454196835684719,51
math500_Phi-4-mini-instruct,cv_floor,32,L5,0.11177183977455717,0.0021832832951834856,138
math500_Phi-4-mini-instruct,cv_floor,32,Lr,0.029366830065359475,0.002264282314745991,17
math500_Phi-4-mini-instruct,cv_floor,32,overall,0.6442089799820061,0.0033400811282285874,494
math500_Phi-4-mini-instruct,T1.0,32,L1,0.960548126614987,0.0006838756182424364,215
math500_Phi-4-mini-instruct,T1.0,32,L2,0.8110707364341088,0.0060275484975212245,43
math500_Phi-4-mini-instruct,T1.0,32,L3,0.7715092592592593,0.006774883641355699,30
math500_Phi-4-mini-instruct,T1.0,32,L4,0.4916748366013073,0.0057629447237887085,51
math500_Phi-4-mini-instruct,T1.0,32,L5,0.15886262556552408,0.0038092275692140727,138
math500_Phi-4-mini-instruct,T1.0,32,Lr,0.05665849673202614,0.0019800928396079393,17
math500_Phi-4-mini-instruct,T1.0,32,overall,0.6325927532506479,0.0037108611707560224,494
math500_Phi-4-mini-instruct,em_lowfirst,48,L1,0.9941666666666666,0.0003920289242943208,215
math500_Phi-4-mini-instruct,em_lowfirst,48,L2,0.9267441860465118,0.0042045778445964875,43
math500_Phi-4-mini-instruct,em_lowfirst,48,L3,0.9083333333333333,0.0029423472615256584,30
math500_Phi-4-mini-instruct,em_lowfirst,48,L4,0.5317565359477124,0.005046017784812359,51
math500_Phi-4-mini-instruct,em_lowfirst,48,L5,0.1153431964573269,0.00270905300588197,138
math500_Phi-4-mini-instruct,em_lowfirst,48,Lr,0.052745098039215677,0.00207509906750164,17
math500_Phi-4-mini-instruct,em_lowfirst,48,overall,0.6574482681061629,0.002637895957429945,494
math500_Phi-4-mini-instruct,em_highfirst,48,L1,0.9943507751937983,0.00021882925950847775,215
math500_Phi-4-mini-instruct,em_highfirst,48,L2,0.9240794573643413,0.00453494583539255,43
math500_Phi-4-mini-instruct,em_highfirst,48,L3,0.9116898148148147,0.008846433623787788,30
math500_Phi-4-mini-instruct,em_highfirst,48,L4,0.5370574618736383,0.0032140585870506022,51
math500_Phi-4-mini-instruct,em_highfirst,48,L5,0.11487822061191627,0.0031315039826451353,138
math500_Phi-4-mini-instruct,em_highfirst,48,Lr,0.05273692810457516,0.0014800891348963573,17
math500_Phi-4-mini-instruct,em_highfirst,48,overall,0.6579173695456589,0.0032318492185705134,494
math500_Phi-4-mini-instruct,em_random,48,L1,0.9939341085271317,0.0002538685719971712,215
math500_Phi-4-mini-instruct,em_random,48,L2,0.9253714470284239,0.0012758602359923927,43
math500_Phi-4-mini-instruct,em_random,48,L3,0.9096064814814815,0.006183545885002699,30
math500_Phi-4-mini-instruct,em_random,48,L4,0.532318899782135,0.008174688840043907,51
math500_Phi-4-mini-instruct,em_random,48,L5,0.11470611916264091,0.003215270769824163,138
math500_Phi-4-mini-instruct,em_random,48,Lr,0.0534109477124183,0.002769083616302348,17
math500_Phi-4-mini-instruct,em_random,48,overall,0.6572078834907783,0.003541550578113287,494
math500_Phi-4-mini-instruct,em_floor,48,L1,0.9942732558139533,0.0002842303851530017,215
math500_Phi-4-mini-instruct,em_floor,48,L2,0.9272771317829457,0.002729567058333956,43
math500_Phi-4-mini-instruct,em_floor,48,L3,0.9143055555555556,0.006890344828225317,30
math500_Phi-4-mini-instruct,em_floor,48,L4,0.5317538126361655,0.006439010859692602,51
math500_Phi-4-mini-instruct,em_floor,48,L5,0.11520962732919256,0.0021590421279113095,138
math500_Phi-4-mini-instruct,em_floor,48,Lr,0.052573529411764706,0.0037708474720464947,17
math500_Phi-4-mini-instruct,em_floor,48,overall,0.6578602355247091,0.0031046398377047287,494
math500_Phi-4-mini-instruct,cv_lowfirst,48,L1,0.9935077519379845,0.0002423643131917051,215
math500_Phi-4-mini-instruct,cv_lowfirst,48,L2,0.9186692506459949,0.0038175917107470037,43
math500_Phi-4-mini-instruct,cv_lowfirst,48,L3,0.8931712962962962,0.007583596183207467,30
math500_Phi-4-mini-instruct,cv_lowfirst,48,L4,0.5338031045751634,0.004357321878341307,51
math500_Phi-4-mini-instruct,cv_lowfirst,48,L5,0.11403834541062802,0.0023454457262283178,138
math500_Phi-4-mini-instruct,cv_lowfirst,48,Lr,0.036311274509803926,0.003225614977620913,17
math500_Phi-4-mini-instruct,cv_lowfirst,48,overall,0.6548190789473683,0.0029396667251923715,494
math500_Phi-4-mini-instruct,cv_highfirst,48,L1,0.9935352067183464,9.342948016739757e-05,215
math500_Phi-4-mini-instruct,cv_highfirst,48,L2,0.9178617571059432,0.003997450262009504,43
math500_Phi-4-mini-instruct,cv_highfirst,48,L3,0.8963425925925925,0.004285946985648147,30
math500_Phi-4-mini-instruct,cv_highfirst,48,L4,0.5340876906318083,0.007457163804704566,51
math500_Phi-4-mini-instruct,cv_highfirst,48,L5,0.11280897745571657,0.002745944105149322,138
math500_Phi-4-mini-instruct,cv_highfirst,48,Lr,0.03791666666666667,0.0028608306787088014,17
math500_Phi-4-mini-instruct,cv_highfirst,48,overall,0.6546945287899236,0.0032618010261711923,494
math500_Phi-4-mini-instruct,cv_random,48,L1,0.9934205426356589,0.00022790895427079674,215
math500_Phi-4-mini-instruct,cv_random,48,L2,0.9165051679586563,0.0014407277927222233,43
math500_Phi-4-mini-instruct,cv_random,48,L3,0.8922569444444445,0.005040681339283128,30
math500_Phi-4-mini-instruct,cv_random,48,L4,0.5288875272331154,0.0031812865963974993,51
math500_Phi-4-mini-instruct,cv_random,48,L5,0.11427385265700485,0.002626583746851092,138
math500_Phi-4-mini-instruct,cv_random,48,Lr,0.03621323529411765,0.0027520373600137035,17
math500_Phi-4-mini-instruct,cv_random,48,overall,0.6540921614934773,0.0022313707087522044,494
math500_Phi-4-mini-instruct,cv_floor,48,L1,0.9934108527131782,0.00020692012116336545,215
math500_Phi-4-mini-instruct,cv_floor,48,L2,0.9193475452196384,0.0018279485084252754,43
math500_Phi-4-mini-instruct,cv_floor,48,L3,0.8971643518518518,0.011769750988149523,30
math500_Phi-4-mini-instruct,cv_floor,48,L4,0.5313711873638344,0.004488295948562067,51
math500_Phi-4-mini-instruct,cv_floor,48,L5,0.11354166666666667,0.0017703445884797188,138
math500_Phi-4-mini-instruct,cv_floor,48,Lr,0.03803921568627452,0.0029578774199108967,17
math500_Phi-4-mini-instruct,cv_floor,48,overall,0.6547480881691408,0.0034609807749593985,494
math500_Phi-4-mini-instruct,T1.0,48,L1,0.9617409560723512,0.0008508097736847047,215
math500_Phi-4-mini-instruct,T1.0,48,L2,0.8232881136950906,0.004602322164813687,43
math500_Phi-4-mini-instruct,T1.0,48,L3,0.7855555555555555,0.009913300860491282,30
math500_Phi-4-mini-instruct,T1.0,48,L4,0.49697381730469964,0.007652748777533945,51
math500_Phi-4-mini-instruct,T1.0,48,L5,0.1613586956521739,0.002468617202869498,138
math500_Phi-4-mini-instruct,T1.0,48,Lr,0.05828022875816993,0.0014599629769769086,17
math500_Phi-4-mini-instruct,T1.0,48,overall,0.6363285216245742,0.003993579972938771,494
math500_Phi-4-mini-instruct,em_lowfirst,64,L1,0.995232558139535,0.00010400316174419829,215
math500_Phi-4-mini-instruct,em_lowfirst,64,L2,0.935077519379845,0.0032509653819918446,43
math500_Phi-4-mini-instruct,em_lowfirst,64,L3,0.9284490740740742,0.007516143462670204,30
math500_Phi-4-mini-instruct,em_lowfirst,64,L4,0.5431917211328976,0.006541187986419894,51
math500_Phi-4-mini-instruct,em_lowfirst,64,L5,0.11166213768115942,0.0024954258064239297,138
math500_Phi-4-mini-instruct,em_lowfirst,64,Lr,0.05355392156862745,0.002688268545724756,17
math500_Phi-4-mini-instruct,em_lowfirst,64,overall,0.6600392206477733,0.0032803863090355764,494
math500_Phi-4-mini-instruct,em_highfirst,64,L1,0.9936531007751936,0.0003793205524163977,215
math500_Phi-4-mini-instruct,em_highfirst,64,L2,0.92984496124031,0.002352077740069594,43
math500_Phi-4-mini-instruct,em_highfirst,64,L3,0.9072453703703705,0.005832286061193208,30
math500_Phi-4-mini-instruct,em_highfirst,64,L4,0.5312636165577341,0.008820301192718967,51
math500_Phi-4-mini-instruct,em_highfirst,64,L5,0.11495169082125604,0.0011771180974451555,138
math500_Phi-4-mini-instruct,em_highfirst,64,Lr,0.05490196078431373,0.0008904853982639669,17
math500_Phi-4-mini-instruct,em_highfirst,64,overall,0.6573425551057129,0.00332505731140627,494
math500_Phi-4-mini-instruct,em_random,64,L1,0.9946511627906975,0.00012195451722916086,215
math500_Phi-4-mini-instruct,em_random,64,L2,0.9309593023255814,0.0047116345072154946,43
math500_Phi-4-mini-instruct,em_random,64,L3,0.9197453703703703,0.006270286008270649,30
math500_Phi-4-mini-instruct,em_random,64,L4,0.5412445533769064,0.008341886016496308,51
math500_Phi-4-mini-instruct,em_random,64,L5,0.11539955716586152,0.0024725526491617615,138
math500_Phi-4-mini-instruct,em_random,64,Lr,0.05453431372549019,0.003674018790304558,17
math500_Phi-4-mini-instruct,em_random,64,overall,0.6597759221772379,0.0036990395049107637,494
math500_Phi-4-mini-instruct,em_floor,64,L1,0.9947383720930234,0.00017148699074130358,215
math500_Phi-4-mini-instruct,em_floor,64,L2,0.9289244186046511,0.0034725902695391248,43
math500_Phi-4-mini-instruct,em_floor,64,L3,0.9177083333333332,0.005693258684132036,30
math500_Phi-4-mini-instruct,em_floor,64,L4,0.5400462962962963,0.005880404694313472,51
math500_Phi-4-mini-instruct,em_floor,64,L5,0.11566274154589372,0.0004988513010302506,138
math500_Phi-4-mini-instruct,em_floor,64,Lr,0.05416666666666666,0.002684914497574346,17
math500_Phi-4-mini-instruct,em_floor,64,overall,0.6594502080521818,0.0026302808048675286,494
math500_Phi-4-mini-instruct,cv_lowfirst,64,L1,0.9936983204134368,0.0002692101597815468,215
math500_Phi-4-mini-instruct,cv_lowfirst,64,L2,0.921608527131783,0.0034231631264836984,43
math500_Phi-4-mini-instruct,cv_lowfirst,64,L3,0.9157638888888889,0.005231338083908198,30
math500_Phi-4-mini-instruct,cv_lowfirst,64,L4,0.545702614379085,0.007115878937375962,51
math500_Phi-4-mini-instruct,cv_lowfirst,64,L5,0.11714673913043476,0.0017624348589078045,138
math500_Phi-4-mini-instruct,cv_lowfirst,64,Lr,0.041094771241830065,0.0019448906501815637,17
math500_Phi-4-mini-instruct,cv_lowfirst,64,overall,0.6587913292847504,0.0029898085330747363,494
math500_Phi-4-mini-instruct,cv_highfirst,64,L1,0.9930490956072351,0.00022355528292881003,215
math500_Phi-4-mini-instruct,cv_highfirst,64,L2,0.9184916020671835,0.002586622517630862,43
math500_Phi-4-mini-instruct,cv_highfirst,64,L3,0.910300925925926,0.003806079309727233,30
math500_Phi-4-mini-instruct,cv_highfirst,64,L4,0.5519675925925925,0.007012946293293424,51
math500_Phi-4-mini-instruct,cv_highfirst,64,L5,0.1163003220611916,0.0031933676181689972,138
