model,dataset,stratum,level_n_problems,N,T,mean_acc,std_acc,source,dataset_family
Qwen2.5-3B,mathfull,overall,4771,2,0.7,0.6485040871934604,0.010499333751357047,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,2,0.8,0.6367118004611193,0.01163847038375797,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,2,0.9,0.622617480612031,0.01160579181654376,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,2,1.0,0.6012812827499475,0.013895257488614988,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,2,1.1,0.5744845944246489,0.014416128976960511,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,2,1.2,0.5348794801928317,0.011442775891391381,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,4,0.1,0.7123944665688534,0.01077156530674207,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,4,0.2,0.7210144623768603,0.013403466079912139,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,4,0.3,0.7252538251938797,0.008547327155849225,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,4,0.4,0.7232907147348565,0.008054923077791789,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,4,0.5,0.7218713058059107,0.0101043497090801,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,4,0.6,0.7199683504506393,0.012038347865263284,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,4,0.7,0.7135986166422134,0.008907851696132184,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,4,0.8,0.7068767553971913,0.00997775769955164,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,4,0.9,0.6957788723538042,0.010742308474647981,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,4,1.0,0.677208132466988,0.008846995849951727,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,4,1.1,0.6555592119052611,0.010620262762099165,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,4,1.2,0.6169886816181095,0.008601557720618262,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,8,0.1,0.7294602808635506,0.00740355440986364,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,8,0.2,0.7448425906518549,0.009406324214787817,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,8,0.3,0.754054915112136,0.006707594621999679,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,8,0.4,0.7567738419618528,0.009159397980690969,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,8,0.5,0.7555483127226996,0.01082156490670239,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,8,0.6,0.7543684762104382,0.011911035765354882,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,8,0.7,0.7524498008803185,0.009318307414473677,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,8,0.8,0.7471161182142108,0.0077523905887606215,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,8,0.9,0.7395992454412074,0.007700509147027501,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,8,1.0,0.726759798784322,0.008156956929056684,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,8,1.1,0.7086770069167888,0.011351402038209854,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,8,1.2,0.6690641374973801,0.00999382538358194,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,16,0.1,0.7401221966044853,0.008131748926243052,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,16,0.2,0.7584095577447075,0.009268757853359023,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,16,0.3,0.7674640536575141,0.007075779299367362,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,16,0.4,0.7717122196604485,0.008102570293269131,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,16,0.5,0.7718589394256968,0.009207441879090113,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,16,0.6,0.7736998532802348,0.008466821581956932,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,16,0.7,0.7734426744917209,0.011220583236071955,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,16,0.8,0.770161601341438,0.005026444426806117,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,16,0.9,0.7639471808845105,0.008250581936120407,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,16,1.0,0.7528484594424648,0.007823174168885253,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,16,1.1,0.7376162230140432,0.008435870253728947,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,16,1.2,0.699984280025152,0.008900848838162792,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,32,0.1,0.7450153007755188,0.006526552830290508,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,32,0.2,0.765573255082792,0.006757018909867925,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,32,0.3,0.7750266191574093,0.0066928136034102815,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,32,0.4,0.7798277090756656,0.005799341530572285,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,32,0.5,0.7817287780339551,0.007354371098956129,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,32,0.6,0.7837478516034373,0.007709730844593765,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,32,0.7,0.7833055963110459,0.006003073341295834,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,32,0.8,0.7807847411444141,0.006714996340588626,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,32,0.9,0.7766176902116957,0.006302095814389159,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,32,1.0,0.768285055543911,0.006874492416620039,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,32,1.1,0.7547053028715154,0.008157380899003,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,32,1.2,0.7184535736742822,0.006149588497785692,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,64,0.1,0.7464317753091595,0.00513292192079522,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,64,0.2,0.7675474743240411,0.0049000062024351304,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,64,0.3,0.7793670090127857,0.004245258244730454,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,64,0.4,0.7852058268706771,0.008562774473628819,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,64,0.5,0.7869037937539299,0.005497126781379109,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,64,0.6,0.7899633200586879,0.003829252321135636,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,64,0.7,0.788652483756026,0.004091466291666807,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,64,0.8,0.7869109201425277,0.005232290148398088,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,64,0.9,0.7812508907985747,0.0055946908689483935,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,64,1.0,0.7771129742192412,0.005961555026650233,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,64,1.1,0.762687486900021,0.00812251606582421,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,64,1.2,0.7265374135401385,0.005377550235109435,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,128,0.1,0.7468377698595683,0.003824268060682734,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,128,0.2,0.7687704883672186,0.005243994279253019,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,128,0.3,0.7804931880108992,0.004118960458011656,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,128,0.4,0.7878782225948439,0.005834760931598122,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,128,0.5,0.7908562146300566,0.006252578591942489,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,128,0.6,0.7922863131418989,0.004299810137507521,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,128,0.7,0.7921033326346677,0.004479698727780574,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,128,0.8,0.7911762733179627,0.004125468793823505,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,128,0.9,0.7863779081953469,0.0058731793782603285,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,128,1.0,0.7807612659819744,0.0060892543938949936,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,128,1.1,0.7665470551247118,0.005694669447227276,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,128,1.2,0.7312586459861665,0.005542484681925759,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,256,0.1,0.7462949067281492,0.004206297242385708,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,256,0.2,0.7704147977363236,0.0035710297109370127,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,256,0.3,0.7804822888283379,0.003603370647761892,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,256,0.4,0.788687486900021,0.004290807026930958,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,256,0.5,0.7915623559002307,0.004024760922350448,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,256,0.6,0.7936784741144414,0.004488626489648206,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,256,0.7,0.7931123454202473,0.00442435666285043,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,256,0.8,0.7924204569272689,0.0025240822899449517,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,256,0.9,0.7898042339132257,0.0038987392423361317,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,256,1.0,0.7838398658562147,0.005310146182898925,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,256,1.1,0.7687017396772166,0.004319555781130806,markdown,mathfull
Qwen2.5-3B,mathfull,overall,4771,256,1.2,0.73412240620415,0.005438399532775873,markdown,mathfull
Qwen3-4B-Instruct-2507,aime,L1,19,1,0.1,0.9296842105263159,0.08316850365372701,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,1,0.2,0.9296315789473685,0.11286321483618078,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,1,0.3,0.8596842105263157,0.23533984385408085,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,1,0.4,0.8593684210526316,0.210120892520673,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,1,0.5,0.9471578947368421,0.09657693960339546,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,1,0.6,0.9209999999999999,0.19543110241073114,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,1,0.7,0.9211052631578948,0.11611813403870895,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,1,0.8,0.8773684210526317,0.1975811625370032,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,1,0.9,0.9122631578947368,0.10125397977883453,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,1,1.0,0.8682631578947368,0.19944831806497484,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,1,1.1,0.9297894736842105,0.11102963094313346,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,1,1.2,0.8861578947368421,0.1081940264913967,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,2,0.1,0.9296842105263159,0.08316850365372701,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,2,0.2,0.9296315789473685,0.11286321483618078,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,2,0.3,0.9386315789473684,0.09436547093753711,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,2,0.4,0.9033157894736842,0.12804296154025804,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,2,0.5,0.9471578947368421,0.09657693960339546,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,2,0.6,0.9559999999999998,0.07388753901066561,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,2,0.7,0.9211052631578948,0.11611813403870895,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,2,0.8,0.9213157894736842,0.07388753901066561,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,2,0.9,0.9122631578947368,0.10125397977883453,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,2,1.0,0.9122105263157895,0.10965328132465148,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,2,1.1,0.9297894736842105,0.11102963094313346,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,2,1.2,0.8861578947368421,0.1081940264913967,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,4,0.1,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,4,0.2,0.9913157894736843,0.038474188203193274,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,4,0.3,0.9913157894736843,0.038474188203193274,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,4,0.4,0.9913157894736843,0.038474188203193274,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,4,0.5,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,4,0.6,0.9823684210526316,0.048220982548002236,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,4,0.7,0.9911578947368421,0.032169779869344856,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,4,0.8,0.9646842105263158,0.06308014951756134,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,4,0.9,0.9736315789473684,0.05598308015068388,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,4,1.0,0.9737894736842104,0.0632093430802091,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,4,1.1,0.973842105263158,0.043095365485348765,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,4,1.2,0.9824736842105264,0.05015134987950815,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,8,0.1,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,8,0.2,0.9913157894736843,0.038474188203193274,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,8,0.3,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,8,0.4,0.9913157894736843,0.038474188203193274,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,8,0.5,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,8,0.6,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,8,0.7,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,8,0.8,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,8,0.9,0.9913157894736843,0.038474188203193274,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,8,1.0,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,8,1.1,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,8,1.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,16,0.1,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,16,0.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,16,0.3,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,16,0.4,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,16,0.5,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,16,0.6,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,16,0.7,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,16,0.8,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,16,0.9,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,16,1.0,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,16,1.1,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,16,1.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,32,0.1,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,32,0.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,32,0.3,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,32,0.4,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,32,0.5,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,32,0.6,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,32,0.7,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,32,0.8,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,32,0.9,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,32,1.0,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,32,1.1,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,32,1.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,64,0.1,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,64,0.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,64,0.3,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,64,0.4,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,64,0.5,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,64,0.6,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,64,0.7,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,64,0.8,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,64,0.9,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,64,1.0,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,64,1.1,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,64,1.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,128,0.1,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,128,0.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,128,0.3,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,128,0.4,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,128,0.5,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,128,0.6,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,128,0.7,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,128,0.8,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,128,0.9,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,128,1.0,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,128,1.1,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,128,1.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,256,0.1,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,256,0.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,256,0.3,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,256,0.4,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,256,0.5,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,256,0.6,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,256,0.7,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,256,0.8,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,256,0.9,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,256,1.0,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,256,1.1,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L1,19,256,1.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,1,0.1,0.81225,0.19929061693918257,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,1,0.2,0.562625,0.21887010988255112,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,1,0.3,0.666875,0.30682344271583945,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,1,0.4,0.5623750000000001,0.29393196491705353,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,1,0.5,0.666625,0.34324972687534655,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,1,0.6,0.6038749999999999,0.22722153287045663,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,1,0.7,0.520875,0.2852089146573087,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,1,0.8,0.50025,0.3202182849245183,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,1,0.9,0.729,0.2210828464625874,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,1,1.0,0.666625,0.25035000499300974,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,1,1.1,0.6873750000000001,0.26415099848382173,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,1,1.2,0.541625,0.2812792207042674,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,2,0.1,0.81225,0.19929061693918257,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,2,0.2,0.562625,0.21887010988255112,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,2,0.3,0.68775,0.3010328055212588,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,2,0.4,0.58325,0.2998597588873839,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,2,0.5,0.666625,0.34324972687534655,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,2,0.6,0.6038749999999999,0.22722153287045663,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,2,0.7,0.520875,0.2852089146573087,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,2,0.8,0.50025,0.3202182849245183,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,2,0.9,0.729,0.2210828464625874,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,2,1.0,0.6873750000000001,0.2702112599430305,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,2,1.1,0.6873750000000001,0.26415099848382173,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,2,1.2,0.541625,0.2812792207042674,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,4,0.1,0.916875,0.11779484284127213,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,4,0.2,0.75,0.1479019945774904,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,4,0.3,0.916875,0.11779484284127213,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,4,0.4,0.7913749999999999,0.24926065674309694,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,4,0.5,0.81225,0.21153427618237192,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,4,0.6,0.791625,0.2581746017717467,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,4,0.7,0.708375,0.2738138053495477,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,4,0.8,0.833,0.20747469725246015,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,4,0.9,0.8122499999999999,0.23105140120761006,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,4,1.0,0.87525,0.18235302300757175,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,4,1.1,0.792,0.291269634531305,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,4,1.2,0.770875,0.21890808573462972,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,8,0.1,0.958125,0.11779484284127213,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,8,0.2,0.8748750000000001,0.14275722398533816,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,8,0.3,0.958125,0.07431352501395691,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,8,0.4,0.89575,0.16898113800066564,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,8,0.5,0.91675,0.12206145992900463,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,8,0.6,0.895875,0.20166990355529008,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,8,0.7,0.9586250000000001,0.11029335882091904,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,8,0.8,0.9376249999999999,0.1320591723433098,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,8,0.9,0.979375,0.05929270612815711,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,8,1.0,0.9165000000000001,0.17765873184282274,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,8,1.1,0.8959999999999999,0.21253176233212764,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,8,1.2,0.91675,0.12206145992900463,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,16,0.1,0.97925,0.093,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,16,0.2,0.91675,0.15257662009626508,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,16,0.3,0.979375,0.05929270612815711,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,16,0.4,0.958125,0.07431352501395691,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,16,0.5,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,16,0.6,0.958375,0.16136952934181845,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,16,0.7,0.979375,0.05929270612815711,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,16,0.8,0.95825,0.118,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,16,0.9,0.97925,0.093,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,16,1.0,0.97925,0.093,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,16,1.1,0.9375,0.125,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,16,1.2,0.958125,0.07431352501395691,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,32,0.1,0.958125,0.11779484284127213,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,32,0.2,0.9586250000000001,0.11029335882091904,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,32,0.3,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,32,0.4,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,32,0.5,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,32,0.6,0.97925,0.093,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,32,0.7,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,32,0.8,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,32,0.9,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,32,1.0,0.97925,0.093,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,32,1.1,0.95825,0.118,markdown,aime
